year,state,hs_higher_pct,bachelor_higher_pct
2022,FL,0.899,0.34299999999999997
2022,GA,0.895,0.34700000000000003
2022,HI,0.929,0.354
2022,ID,0.92,0.32299999999999995
2022,IL,0.904,0.377
2022,IN,0.902,0.29600000000000004
2022,IA,0.935,0.32299999999999995
2022,KS,0.9209999999999999,0.35600000000000004
2022,KY,0.89,0.27899999999999997
2022,LA,0.873,0.271
2022,ME,0.946,0.361
2022,MD,0.914,0.43799999999999994
2022,MA,0.9129999999999999,0.466
2022,MI,0.9179999999999999,0.321
2022,MN,0.94,0.391
2022,MS,0.8759999999999999,0.248
2022,MO,0.9159999999999999,0.322
2022,MT,0.94,0.34600000000000003
2022,NE,0.9279999999999999,0.34700000000000003
2022,NV,0.8740000000000001,0.27
2022,NH,0.945,0.413
2022,NJ,0.907,0.435
2022,NM,0.88,0.305
2022,NY,0.879,0.4
2022,NC,0.902,0.359
2022,ND,0.9390000000000001,0.318
2022,OH,0.9179999999999999,0.32
2022,OK,0.8959999999999999,0.285
2022,OR,0.9159999999999999,0.363
2022,PA,0.922,0.35100000000000003
2022,RI,0.905,0.396
2022,SC,0.905,0.326
2022,SD,0.932,0.316
2022,TN,0.904,0.311
2022,TX,0.861,0.33899999999999997
2022,UT,0.93,0.379
2022,VT,0.95,0.442
2022,VA,0.915,0.42200000000000004
2022,WA,0.922,0.395
2022,WV,0.8909999999999999,0.248
2022,WI,0.935,0.332
2022,WY,0.937,0.29600000000000004
